original_Entity,predicted_Entity,Input Query
<no_ent>,<no_ent>,where is senegal located? <eou> africa <eou> how is the senegal team doing?
<no_ent>,<no_ent>,"<eou> are they known outside africa at all? like, do you ever hear of senegal kicking russia's butt or such?"
<no_ent>,<no_ent>,of senegal kicking russia's butt or such? <eou> what does senegal mean? <eou> senegal is a country in west africa
<no_ent>,<no_ent>,i think senegal is known as part of africa <eou> do they have a chance at the next african cup?
<no_ent>,<no_ent>,who wears the number 10 jersey for colombia?
<no_ent>,<no_ent>,who wears the number 10 jersey for colombia? <eou> james rodríguez <eou> is colombia a dirty team?
<no_ent>,<no_ent>,"<eou> there's no such thing as a dirty team. <eou> colombia have a good team, they're not dirty at all."
<no_ent>,<no_ent>,"a good team, they're not dirty at all. <eou> who is there top scorer of all time? <eou> radamel falcao"
<no_ent>,<no_ent>,there top scorer of all time? <eou> radamel falcao <eou> who is the goal keeper for colombia? <eou> david ospina
<no_ent>,<no_ent>,i like the team belgium
<no_ent>,<no_ent>,i like the team belgium <eou> me too <eou> where did they finish in the world cup in 2018?
belgium,<no_ent>,<eou> where did they finish in the world cup in 2018? <eou> 2nd placed <eou> who is their goalkeeper now?
belgium,<no_ent>,<eou> thibaut courtois is the belgium goalkeeper <eou> which belgian striker scored the most goals in the 2018 world cup?
<no_ent>,<no_ent>,world cup? <eou> lukaku scored the most goals for belgium <eou> you think that belgium make it to the cup?
<no_ent>,<no_ent>,i admire
<no_ent>,<no_ent>,<eou> i like the us team. do you think the us will have a chance in the next world cup?
<no_ent>,<no_ent>,will not have a chance for many years <eou> why do the us lead in most sports but not soccer?
<no_ent>,<no_ent>,why do the us lead in most sports but not soccer? <eou> motorsports <eou> they prefer american football i think.
<no_ent>,<no_ent>,"more popular than basketball? <eou> only in the united states. world wide, basketball is the worlds second most popular sport."
<no_ent>,<no_ent>,do you think bvb dortmund is going to win the bundesliga this year?
<no_ent>,<no_ent>,"this year? <eou> yes, they have a really good opportunity. <eou> do you think they are really the best team?"
<no_ent>,<no_ent>,"they are a very good team, but probably only number at the moment. <eou> who is better than bvb dortmund?"
<no_ent>,<no_ent>,the moment. <eou> who is better than bvb dortmund? <eou> a: bayern munich. <eou> in what way are they superior?
<no_ent>,<no_ent>,won 28 national titles and 18 national cups <eou> what are the odds they face eachother in deutch bundesliga cup?
<no_ent>,<no_ent>,"which is more competetive, the men's or women's teams of sweden?"
<no_ent>,<no_ent>,try hard and are very competative. <eou> the swedish national team saw some success in their 12th world cup tournament.
<no_ent>,<no_ent>,amount of success during their 12th world cup tournament. <eou> amobos are competitive and the men made a great tournament
<no_ent>,<no_ent>,made a great tournament <eou> sweden must improve <eou> did sweden play better in the last world cup than germany?
<no_ent>,<no_ent>,<eou> did sweden play better in the last world cup than germany? <eou> no <eou> are they the best team?
<no_ent>,<no_ent>,who is the fastest player in the atl. madrid?
<no_ent>,<no_ent>,who is the fastest player in the atl. madrid? <eou> griezmann <eou> who is there main striker?
<no_ent>,<no_ent>,there main striker? <eou> they have two. griezmann and diego costa <eou> which do you consider to be the better?
<no_ent>,<no_ent>,which do you consider to be the better? <eou> i think griezmann. <eou> who is the keeper for atletico madrid?
<no_ent>,<no_ent>,the keeper for atletico madrid? <eou> jan oblak is one of the keepers for them <eou> how old is he?
<no_ent>,<no_ent>,who is manchester united's best player?
<no_ent>,<no_ent>,"who is manchester united's best player? <eou> lukaku, no question. <eou> who is manchester uniteds best ever goalkeeper?"
<no_ent>,<no_ent>,ever goalkeeper? <eou> edwin van der sar remains a legend <eou> what is the main problem between mourinho and pogba?
<no_ent>,<no_ent>,problem between mourinho and pogba? <eou> tiene un gran capo manchester united <eou> who is a forward for manchester united
<no_ent>,<no_ent>,<eou> who is a forward for manchester united <eou> gran pegada manchester united <eou> does manchester often lose or win?
<no_ent>,<no_ent>,portugal is the best team in europe?
portugal,<no_ent>,portugal is the best team in europe? <eou> yes most competitive team <eou> who is there team captain?
<no_ent>,<no_ent>,team <eou> who is there team captain? <eou> cristiano ronaldo <eou> q3: did portugal win the 2018 wc? a3: no.
<no_ent>,<no_ent>,cristiano ronaldo <eou> q3: did portugal win the 2018 wc? a3: no. <eou> did they win last year? <eou> no
<no_ent>,<no_ent>,last year? <eou> no <eou> they did not win last year <eou> how many goals did eusebio score for portugal?
<no_ent>,<no_ent>,how is fc porto's record this year?
<no_ent>,<no_ent>,"6 losses in the 2017-2018 season. <eou> that sounds pretty good, but how does it compare to the 2016/17 season?"
<no_ent>,<no_ent>,but it seems like porto is always coming over the top in portugal. <eou> how is portugal going to do?
<no_ent>,<no_ent>,portuguese teams will do that well in europe this season. <eou> why should they not? they are on fine form
<no_ent>,<no_ent>,"is not on his prime anymore and he's getting older <eou> aboubakar, mvp for porto is he in good shape"
<no_ent>,<no_ent>,"with the players they have in their team, why didn't they do better in the world cup?"
<no_ent>,<no_ent>,great teams can have an off season. <eou> how do you think spain will perform in the 2022 world cup?
<no_ent>,<no_ent>,world cup? <eou> sometimes spain will perform to win in the 2022 world cup <eou> which are their best players?
<no_ent>,<no_ent>,"think their best players are de gea, isco, costa <eou> i think they will do phenomenal in the world cup."
<no_ent>,<no_ent>,cup. <eou> spains best players have to be pique and iniesta. <eou> why do you consider them spain's best players?
<no_ent>,<no_ent>,this is one of my favorite team
<no_ent>,<no_ent>,this is one of my favorite team <eou> do you have a second favourite team? <eou> sporting lisboa
<no_ent>,<no_ent>,"<eou> i do not have a second team, only one and it is porto <eou> porto is my favorite team"
<no_ent>,<no_ent>,"favorite team <eou> fc porto is ok, but arsenal is the best. <eou> what was fc portos record last season?"
<no_ent>,<no_ent>,was fc portos record last season? <eou> 49 points after 23/39 wins <eou> who is the winning team this year?
<no_ent>,<no_ent>,did manchester united complete any transfers?
<no_ent>,<no_ent>,did manchester united complete any transfers? <eou> not this year. <eou> how well are they doing this season?
<no_ent>,<no_ent>,they are 7th in the premier league <eou> what transfers can they realistically make to improve to the top 5
<no_ent>,<no_ent>,rid of players who do not have the right mentality. <eou> was alex ferguson the best manager of all time?
<no_ent>,<no_ent>,"been the most successful. <eou> if luke shaw is healthy, do you think mourinho will play him over ashley young?"
<no_ent>,<no_ent>,who has played the most games for sweden?
<no_ent>,<no_ent>,who has played the most games for sweden? <eou> berg <eou> is he a good player?
<no_ent>,<no_ent>,"good enough to be picked for sweden's 2018 fifa world cup. <eou> sure, but compared to players from other countries?"
<no_ent>,<no_ent>,"it was good enough, but not as good as comparing others <eou> if i agree what happens for the world"
<no_ent>,<no_ent>,comparing others <eou> if i agree what happens for the world <eou> what colours sweden’s kit <eou> yellow and blue
<no_ent>,<no_ent>,i admire brazil
<no_ent>,<no_ent>,i admire brazil <eou> why <eou> they have the most trophies
<no_ent>,<no_ent>,brazil <eou> why <eou> they have the most trophies <eou> i think they are tied <eou> who is brazil's manager?
<no_ent>,<no_ent>,<eou> i think they are tied <eou> who is brazil's manager? <eou> adenor leonardo bacchi <eou> brazil flag what color?
<no_ent>,<no_ent>,"leonardo bacchi <eou> brazil flag what color? <eou> the brazil flag is green, yellow and blue. <eou> neymar or coutinho?"
<no_ent>,<no_ent>,i like argentina
<no_ent>,<no_ent>,even though they have incredible players like aguero and dybala <eou> what do you think about messi future with argentina?
<no_ent>,<no_ent>,argentina to focus more on his club career. <eou> do you ever play as argentina on the fifa video game?
<no_ent>,<no_ent>,video game? <eou> i have never encountered that game <eou> how many players do you like from the argentina team?
<no_ent>,<no_ent>,argentina team? <eou> i don't like any of the players on the argentina team <eou> should they change the players?
<no_ent>,<no_ent>,what is real madrid's record transfer fee?
<no_ent>,<no_ent>,is real madrid's record transfer fee? <eou> garete bale <eou> how many goals has gareth bale scored for real madrid?
<no_ent>,<no_ent>,how many goals has gareth bale scored for real madrid? <eou> insanely many. <eou> does madrid keep real good players?
<no_ent>,<no_ent>,clubs in europe. lots of players want to play for them. <eou> who is your favorite player on real madrid
<no_ent>,<no_ent>,favorite player on real madrid <eou> my favorite player of real madrid is sergio ramos <eou> who is favorite player?
<no_ent>,<no_ent>,i really love the team real madrid
<no_ent>,<no_ent>,i really love the team real madrid <eou> who is their best defender? <eou> sergio ramos.
<no_ent>,<no_ent>,is their best defender? <eou> sergio ramos. <eou> bale <eou> how commits the least fouls of the real madrid's defenders?
<no_ent>,<no_ent>,is one of the defenses of the world <eou> didn't he play rough and disliked from a lot of people?
<no_ent>,<no_ent>,"the champions league final, ramos is despised by the liverpool fans! <eou> can bale be a great replacement for ronaldo?"
<no_ent>,<no_ent>,are the italians more interested in fashion than football?
<no_ent>,<no_ent>,hahaha! italy will surprise everyone in the next world cup in qatar. <eou> do you like the italians soccer jersey?
<no_ent>,<no_ent>,jersey? <eou> i think they are average. <eou> do you think gianluigi buffon is retired from the national italy team?
<no_ent>,<no_ent>,i consider that buffon has a lot to offer in the european leagues and in his national team in italy
<no_ent>,<no_ent>,team in italy <eou> if i am in agreement with you <eou> who would be the best of all time
<no_ent>,<no_ent>,who do you think is the best player in juventus?
<no_ent>,<no_ent>,do you think is the best player in juventus? <eou> now their best player is cristiano ronaldo. <eou> ronaldo easy
<no_ent>,<no_ent>,"ronaldo played for? <eou> he started out in sporting lisboa, then manchester united, and real madrid before coming to juventus."
<no_ent>,<no_ent>,"before coming to juventus. <eou> how much money did he cost juventus? <eou> who is number 2, after cristiano ronaldo?"
<no_ent>,<no_ent>,he might be number 2 after ronaldo but he could also be number 1. <eou> cristiano ronaldo dos santos aveiro
<no_ent>,<no_ent>,what does fc. porto stand for?
<no_ent>,<no_ent>,what does fc. porto stand for? <eou> futebol clube <eou> what country is fc. porto from?
<no_ent>,<no_ent>,clube <eou> what country is fc. porto from? <eou> portugal! <eou> fc. porto has only won the champions league once
<no_ent>,<no_ent>,porto has only won the champions league once <eou> when did they win? <eou> are porto the best portuguese team
